order_id,customer_id,date_commande,statut,canal,frais_livraison_fcfa,montant_total_fcfa
O0004907,C000801,2025-03-14 14:23:12,livrée,mobile_app,1000,50500
O0004908,C000001,2024-09-04 13:48:59,livrée,web,1500,758000
O0004909,C001785,2025-08-24 14:07:08,livrée,mobile_app,1500,516800
O0004910,C004692,2026-06-28 14:49:02,livrée,mobile_app,0,968500
O0004911,C000005,2025-12-29 20:31:53,livrée,web,1500,2202800
O0004912,C001140,2026-01-27 22:35:32,livrée,mobile_app,2000,481000
O0004913,C000002,2025-04-04 12:52:58,en_cours,mobile_app,1500,421500
O0004914,C000017,2025-05-18 22:28:50,annulée,mobile_app,2000,302300
O0004915,C002704,2024-07-15 13:46:46,retournée,mobile_app,0,77000
O0004916,C000094,2025-01-21 15:38:22,livrée,mobile_app,1000,118000
O0004917,C002707,2026-01-21 12:55:38,livrée,mobile_app,1500,173500
O0004918,C000493,2026-04-02 08:06:47,livrée,mobile_app,0,10700
O0004919,C000108,2026-01-30 20:04:05,annulée,mobile_app,1500,267900
O0004920,C002519,2025-12-17 10:33:21,livrée,web,1000,159000
O0004921,C000187,2026-05-29 20:22:46,livrée,mobile_app,1500,1331500
O0004922,C004929,2025-05-07 11:04:03,livrée,mobile_app,2000,34500
O0004923,C000126,2024-11-24 08:01:56,livrée,web,3000,441100
O0004924,C000026,2025-12-19 08:45:31,livrée,mobile_app,1000,23500
O0004925,C001127,2025-08-12 06:05:45,en_cours,mobile_app,1500,153500
O0004926,C000411,2024-08-09 19:36:12,livrée,mobile_app,1000,70500
O0004927,C000376,2025-08-12 20:42:46,livrée,mobile_app,1000,557000
O0004928,C000575,2024-08-20 18:09:04,livrée,mobile_app,3000,75000
O0004929,C000001,2025-07-18 08:29:50,livrée,mobile_app,0,108000
O0004930,C000004,2024-08-26 17:37:29,livrée,mobile_app,1500,7000
O0004931,C001506,2026-05-21 11:24:13,retournée,mobile_app,2000,534900
O0004932,C000327,2026-03-10 22:55:10,livrée,mobile_app,1000,40000
O0004933,C001775,2026-06-03 16:07:50,livrée,mobile_app,0,30000
O0004934,C001994,2025-12-19 06:20:07,en_cours,web,1000,16500
O0004935,C002411,2024-12-23 13:00:28,en_cours,web,1500,14000
O0004936,C000017,2025-10-03 11:01:36,livrée,mobile_app,1500,14000
O0004937,C001279,2025-03-09 18:04:20,livrée,mobile_app,1000,1061400
O0004938,C000568,2025-11-16 07:18:33,livrée,mobile_app,2000,857000
O0004939,C003139,2026-06-01 17:38:54,livrée,mobile_app,3000,2377000
O0004940,C003526,2026-05-15 06:50:35,livrée,web,1500,109500
O0004941,C001361,2024-08-27 14:28:08,livrée,web,1500,138200
O0004942,C002606,2025-10-24 08:34:50,livrée,web,1000,81000
O0004943,C000514,2026-03-15 07:22:04,retournée,web,2000,134000
O0004944,C003729,2024-12-23 21:18:06,livrée,web,1000,11000
O0004945,C000561,2025-12-16 07:31:40,livrée,web,3000,66000
O0004946,C000087,2025-09-18 17:37:01,livrée,mobile_app,3000,580000
O0004947,C001970,2024-08-22 15:09:06,livrée,web,3000,769800
O0004948,C000325,2026-02-25 09:23:50,livrée,mobile_app,3000,24000
O0004949,C003437,2025-11-22 12:44:21,livrée,web,1000,16000
O0004950,C003329,2026-04-07 20:18:10,livrée,web,3000,34000
O0004951,C000082,2025-07-20 08:29:19,livrée,mobile_app,1000,112500
O0004952,C002477,2026-02-01 16:24:52,annulée,mobile_app,2000,76000
O0004953,C003054,2025-02-09 15:33:12,livrée,web,1000,13000
O0004954,C004263,2025-12-02 15:12:29,livrée,mobile_app,1000,270500
O0004955,C001750,2026-04-30 09:25:02,livrée,mobile_app,0,16000
O0004956,C000829,2026-05-14 14:50:08,en_cours,mobile_app,1500,22500
O0004957,C001059,2024-08-23 15:40:49,annulée,mobile_app,3000,71500
O0004958,C004354,2024-07-17 07:38:36,annulée,web,1000,10600
O0004959,C000019,2026-06-28 12:44:35,en_cours,web,3000,10000
O0004960,C002443,2025-06-14 06:30:25,retournée,mobile_app,2000,1090500
O0004961,C001301,2024-12-15 08:54:53,livrée,mobile_app,2000,9000
O0004962,C001592,2025-07-22 15:06:40,livrée,mobile_app,3000,24500
O0004963,C000918,2025-05-29 11:51:00,livrée,web,1500,161500
O0004964,C002130,2026-02-18 16:17:53,livrée,mobile_app,0,228200
O0004965,C000001,2024-11-19 09:59:25,annulée,mobile_app,1500,277500
O0004966,C000076,2025-11-21 12:19:44,livrée,web,1000,149000
O0004967,C000001,2024-12-23 21:08:31,livrée,mobile_app,3000,128800
O0004968,C000167,2026-01-16 22:53:43,annulée,web,1500,928000
O0004969,C003363,2026-06-18 06:39:05,livrée,web,3000,1920000
O0004970,C004376,2026-04-17 13:34:03,retournée,mobile_app,1500,572500
O0004971,C000005,2025-07-29 16:29:17,en_cours,mobile_app,1000,729500
O0004972,C001742,2025-05-20 11:56:09,en_cours,web,3000,108900
O0004973,C002174,2026-01-31 15:52:45,livrée,web,1000,224600
O0004974,C000680,2025-01-05 07:55:46,livrée,web,3000,327000
O0004975,C001386,2024-10-19 09:55:37,en_cours,mobile_app,1000,76400
O0004976,C000355,2026-01-15 16:01:36,annulée,web,2000,147500
O0004977,C003809,2025-09-04 18:10:21,livrée,mobile_app,3000,39100
O0004978,C003382,2025-10-24 16:04:19,en_cours,mobile_app,1000,287500
O0004979,C003612,2025-11-05 16:48:30,livrée,mobile_app,1500,16500
O0004980,C004379,2026-01-07 11:54:31,en_cours,mobile_app,2000,110000
O0004981,C004112,2026-05-04 21:15:32,livrée,web,1500,55000
O0004982,C000812,2024-08-24 14:32:57,livrée,mobile_app,1000,120500
O0004983,C000912,2025-08-07 19:38:59,livrée,mobile_app,0,30000
O0004984,C001473,2025-11-18 12:12:57,livrée,mobile_app,3000,58000
O0004985,C002746,2026-06-08 09:28:44,livrée,mobile_app,1000,813500
O0004986,C000001,2025-12-29 19:03:04,livrée,web,1000,1601600
O0004987,C000025,2025-12-25 10:28:41,livrée,mobile_app,2000,156500
O0004988,C001576,2025-03-24 09:50:00,livrée,web,3000,142000
O0004989,C003501,2026-03-22 14:26:05,livrée,mobile_app,1500,26000
O0004990,C003582,2025-02-13 08:14:38,livrée,web,3000,32500
O0004991,C003998,2026-04-23 16:04:25,livrée,web,2000,103200
O0004992,C001261,2025-10-17 16:41:12,en_cours,web,1000,149000
O0004993,C002818,2025-01-06 22:25:57,livrée,web,1000,4000
O0004994,C002112,2025-01-05 13:14:37,livrée,mobile_app,1500,26100
O0004995,C001056,2025-08-13 07:40:33,en_cours,mobile_app,1000,277000
O0004996,C000060,2025-06-09 09:44:12,livrée,web,1000,108800
O0004997,C000027,2025-03-02 20:35:16,livrée,web,1500,218000
O0004998,C000001,2024-11-20 13:16:57,livrée,mobile_app,1500,1286500
O0004999,C000219,2024-07-06 06:41:21,annulée,web,3000,5000
O0005000,C000076,2025-06-04 19:42:46,livrée,mobile_app,3000,328000
O0005001,C003652,2025-01-25 15:34:54,en_cours,mobile_app,1500,544500
O0005002,C000663,2024-10-14 17:02:42,livrée,web,1500,184000
O0005003,C001387,2025-02-10 10:15:05,livrée,web,1000,54000
O0005004,C000002,2025-09-18 16:58:46,livrée,mobile_app,1500,81500
O0005005,C001963,2025-11-13 18:54:42,annulée,mobile_app,1000,39500
O0005006,C000128,2025-05-25 07:04:37,livrée,mobile_app,1500,684000
O0005007,C001668,2026-03-29 07:37:07,annulée,web,1000,651500
O0005008,C000392,2024-07-09 08:03:43,retournée,web,1000,110000
O0005009,C000231,2025-05-12 08:27:02,livrée,mobile_app,1000,96000
O0005010,C000652,2026-03-21 13:33:46,livrée,web,2000,20000
O0005011,C000040,2025-12-16 13:29:33,livrée,mobile_app,0,390000
O0005012,C003819,2025-09-30 09:15:14,livrée,mobile_app,1500,103200
O0005013,C002463,2024-10-23 11:13:58,livrée,web,0,13000
O0005014,C000001,2026-03-31 17:55:10,annulée,mobile_app,3000,294000
O0005015,C004214,2024-11-28 18:57:38,livrée,mobile_app,2000,505100
O0005016,C003365,2026-06-11 18:26:24,livrée,web,1000,288000
O0005017,C000694,2026-04-22 15:03:13,livrée,mobile_app,2000,4000
O0005018,C000357,2025-01-02 16:49:30,retournée,web,3000,75000
O0005019,C000208,2024-11-04 22:16:41,livrée,mobile_app,1500,78900
O0005020,C002938,2025-05-31 19:09:19,livrée,mobile_app,1500,220000
O0005021,C004743,2026-06-28 09:51:56,livrée,mobile_app,2000,6500
O0005022,C000014,2025-01-19 17:26:34,livrée,web,1500,6500
O0005023,C000040,2026-01-28 20:59:51,en_cours,web,1000,5000
O0005024,C000093,2025-09-13 08:18:32,livrée,mobile_app,1000,116500
O0005025,C000001,2025-02-22 21:02:39,livrée,mobile_app,2000,34000
O0005026,C000063,2026-03-21 15:44:09,livrée,mobile_app,1000,5300
O0005027,C001356,2025-10-08 09:51:20,livrée,mobile_app,1000,43000
O0005028,C001548,2026-03-15 09:21:38,en_cours,mobile_app,1500,120000
O0005029,C004604,2024-07-31 18:48:14,livrée,mobile_app,1500,33500
O0005030,C001285,2025-06-18 07:41:22,livrée,mobile_app,1500,255000
O0005031,C004864,2024-12-08 21:16:58,livrée,mobile_app,1000,50000
O0005032,C001011,2024-09-25 18:05:05,livrée,mobile_app,1500,53900
O0005033,C000204,2026-04-10 21:26:19,livrée,mobile_app,1000,149000
O0005034,C004536,2024-07-24 13:31:37,livrée,mobile_app,1000,113100
O0005035,C000187,2025-10-22 06:46:03,livrée,mobile_app,2000,51000
O0005036,C000633,2025-12-23 20:52:56,livrée,web,1500,40000
O0005037,C000001,2025-07-24 07:37:36,livrée,web,1000,178500
O0005038,C000482,2026-02-07 10:53:14,livrée,mobile_app,1000,629300
O0005039,C000511,2025-11-10 15:56:25,livrée,mobile_app,1000,38700
O0005040,C000549,2025-10-26 10:38:38,livrée,web,1000,52000
O0005041,C003270,2025-02-22 06:04:39,livrée,web,1500,1106100
O0005042,C003678,2025-01-11 15:05:24,livrée,web,2000,5000
O0005043,C000104,2026-05-18 18:19:40,annulée,mobile_app,2000,40000
O0005044,C001020,2025-03-12 17:35:11,livrée,mobile_app,1000,778000
O0005045,C000869,2025-12-27 15:09:19,livrée,mobile_app,1000,43500
O0005046,C004266,2026-06-10 08:03:20,livrée,web,0,129600
O0005047,C002645,2026-05-21 09:31:13,livrée,mobile_app,1000,109000
O0005048,C002019,2026-05-02 09:14:26,livrée,mobile_app,3000,610000
O0005049,C003188,2026-04-28 10:38:54,livrée,mobile_app,1000,488500
O0005050,C003000,2024-11-22 06:22:01,livrée,web,1000,33500
O0005051,C000279,2025-05-17 09:06:10,annulée,mobile_app,1500,113300
O0005052,C001639,2026-06-24 18:00:52,livrée,mobile_app,1500,79500
O0005053,C001037,2024-12-22 10:25:44,livrée,mobile_app,1500,669500
O0005054,C003390,2025-02-23 07:41:14,livrée,mobile_app,2000,11500
O0005055,C001330,2026-04-20 09:17:40,livrée,mobile_app,1500,175500
O0005056,C001175,2024-12-03 16:57:41,livrée,mobile_app,0,521000
O0005057,C000865,2024-10-07 13:52:28,livrée,web,1500,108100
O0005058,C001782,2024-09-17 22:30:01,livrée,web,2000,93000
O0005059,C000455,2025-02-15 19:15:34,livrée,mobile_app,2000,36000
O0005060,C001226,2026-06-21 11:45:42,livrée,mobile_app,2000,164500
O0005061,C000384,2025-12-12 15:21:05,livrée,mobile_app,2000,702500
O0005062,C000227,2024-09-18 17:24:47,livrée,mobile_app,1500,101500
O0005063,C000006,2025-08-02 22:52:27,livrée,mobile_app,1500,80000
O0005064,C001914,2024-10-14 12:14:26,retournée,web,1500,397500
O0005065,C000001,2025-01-31 06:42:04,livrée,mobile_app,2000,326400
O0005066,C000046,2024-11-22 12:37:19,livrée,mobile_app,1500,854000
O0005067,C001377,2026-01-13 11:51:35,en_cours,web,1500,8500
O0005068,C000050,2024-11-12 18:07:00,livrée,mobile_app,1000,166800
O0005069,C000966,2025-06-24 10:28:56,livrée,mobile_app,3000,81000
O0005070,C000168,2025-10-26 17:16:34,livrée,mobile_app,1500,588000
O0005071,C000425,2025-10-18 19:33:13,livrée,mobile_app,1500,25000
O0005072,C000390,2025-09-29 21:56:29,livrée,web,1000,158600
O0005073,C000039,2024-10-24 14:15:14,livrée,mobile_app,1000,28000
O0005074,C001823,2025-09-10 06:39:22,livrée,mobile_app,0,89500
O0005075,C004973,2024-07-21 17:49:09,livrée,mobile_app,2000,246700
O0005076,C002927,2024-10-31 20:33:01,livrée,mobile_app,3000,9500
O0005077,C000014,2025-07-08 07:27:54,livrée,mobile_app,1000,10000
O0005078,C000004,2025-08-02 20:51:28,livrée,mobile_app,1500,6900
O0005079,C000485,2026-04-13 19:04:00,livrée,mobile_app,3000,185800
O0005080,C002221,2025-11-10 06:31:32,livrée,mobile_app,1500,71000
O0005081,C000387,2024-12-30 06:00:08,livrée,mobile_app,2000,38000
O0005082,C000748,2024-12-24 10:08:41,livrée,mobile_app,2000,278000
O0005083,C001016,2026-01-06 07:10:36,livrée,mobile_app,2000,117500
O0005084,C000089,2024-08-21 16:10:51,livrée,mobile_app,2000,36000
O0005085,C000541,2025-12-15 22:56:36,livrée,mobile_app,1500,64100
O0005086,C000001,2024-11-24 09:57:30,livrée,mobile_app,3000,992500
O0005087,C000521,2026-03-31 20:12:20,retournée,mobile_app,1500,165500
O0005088,C000041,2025-06-28 11:06:51,livrée,mobile_app,1000,318500
O0005089,C001431,2025-10-20 09:19:02,livrée,mobile_app,1000,627400
O0005090,C004776,2026-04-12 09:23:13,livrée,web,1500,656000
O0005091,C000752,2025-04-17 14:26:44,livrée,web,1000,170800
O0005092,C001786,2025-08-21 18:53:10,annulée,mobile_app,1000,262000
O0005093,C001097,2024-12-30 10:55:01,livrée,mobile_app,1500,11500
O0005094,C002531,2025-06-09 19:39:37,retournée,mobile_app,2000,8000
O0005095,C001863,2025-12-30 06:49:57,livrée,mobile_app,2000,20500 FCFA
O0005096,C000066,2025-05-13 14:18:58,annulée,mobile_app,3000,181500
O0005097,C000763,2024-08-12 21:34:47,livrée,web,1000,70500
O0005098,C001814,2025-02-24 20:54:10,en_cours,mobile_app,1500,838500
O0005099,C000001,2025-10-04 08:56:35,annulée,web,0,92000
O0005100,C000001,2024-07-18 08:18:12,retournée,web,1000,109000
O0005101,C004878,2025-11-17 08:39:43,en_cours,mobile_app,1000,16500
O0005102,C000625,2026-04-10 11:36:52,livrée,mobile_app,0,18000
O0005103,C000319,2025-03-08 12:32:23,livrée,mobile_app,0,97000
O0005104,C000626,2025-11-28 13:00:17,livrée,web,2000,74000
O0005105,C000145,2025-09-12 17:46:29,livrée,web,0,36000
O0005106,C003292,2025-10-11 20:21:56,retournée,mobile_app,1500,181400
O0005107,C003488,2025-10-18 17:42:07,retournée,mobile_app,1500,40500
O0005108,C000062,2025-08-23 19:00:53,livrée,mobile_app,1000,282000
O0005109,C000474,2025-12-06 09:04:55,livrée,mobile_app,1500,162000
O0005110,C004118,2025-10-13 07:09:02,livrée,mobile_app,2000,74000
O0005111,C002417,2025-09-04 11:54:25,annulée,mobile_app,1500,99000
O0005112,C000027,2025-01-03 11:53:21,livrée,mobile_app,2000,6000
O0005113,C004971,2026-05-04 18:06:32,livrée,mobile_app,1000,134500 FCFA
O0005114,C000126,2024-12-30 14:45:48,livrée,mobile_app,0,69000
O0005115,C000016,2024-10-12 15:54:59,annulée,mobile_app,2000,50000
O0005116,C000048,2025-12-30 08:06:54,livrée,web,2000,95500
O0005117,C000006,2024-10-28 18:33:19,livrée,mobile_app,3000,16700
O0005118,C000267,2025-01-05 07:54:39,livrée,mobile_app,2000,71500
O0005119,C002325,2026-04-09 06:53:19,livrée,mobile_app,3000,225000
O0005120,C002594,2025-07-05 06:35:12,livrée,mobile_app,2000,367000
O0005121,C000212,2025-12-05 10:43:47,livrée,mobile_app,1000,15000
O0005122,C004098,2025-05-20 15:28:12,livrée,mobile_app,1500,33800
O0005123,C000666,2025-11-25 22:51:40,livrée,mobile_app,2000,352000
O0005124,C000579,2026-03-20 07:23:16,annulée,mobile_app,1000,6000
O0005125,C000001,2025-08-24 16:12:58,livrée,mobile_app,2000,122500
O0005126,C000034,2025-11-02 22:44:04,retournée,mobile_app,2000,6500
O0005127,C000078,2024-09-08 12:09:09,livrée,web,2000,174000
O0005128,C000002,2025-01-12 13:04:50,livrée,mobile_app,1500,14000
O0005129,C003255,2025-11-12 14:47:25,livrée,mobile_app,2000,27000
O0005130,C004726,2024-08-11 07:00:50,livrée,mobile_app,1500,265100
O0005131,C000901,2025-09-04 18:05:18,retournée,web,0,69500
O0005132,C004472,2026-02-04 08:56:50,livrée,mobile_app,1500,240000
O0005133,C000776,2026-05-14 12:14:17,livrée,mobile_app,1000,132500
O0005134,C000311,2025-12-10 10:13:25,livrée,web,1000,333500
O0005135,C001083,2026-05-24 19:00:42,annulée,web,1000,26000
O0005136,C001028,2026-05-04 21:33:30,livrée,mobile_app,1000,167500
O0005137,C000795,2025-06-14 21:10:51,livrée,mobile_app,0,1642000
O0005138,C000830,2025-12-29 16:06:29,livrée,mobile_app,2000,30000
O0005139,C000015,2025-05-05 13:05:19,livrée,mobile_app,3000,67500
O0005140,C000174,2024-10-01 11:45:36,livrée,mobile_app,1500,71000
O0005141,C002837,2025-01-25 21:28:30,livrée,mobile_app,1500,107800
O0005142,C001785,2025-11-13 17:53:25,livrée,mobile_app,3000,62500
O0005143,C001182,2025-06-14 21:19:30,livrée,mobile_app,1000,195000
O0005144,C000034,2025-09-10 09:59:32,annulée,mobile_app,2000,250000
O0005145,C001015,2025-05-07 19:41:51,livrée,mobile_app,1000,61500
O0005146,C000416,2025-04-04 18:56:45,livrée,mobile_app,1500,77500
O0005147,C003548,2024-10-11 17:11:57,annulée,mobile_app,1500,63000
O0005148,C000273,2025-01-25 13:41:58,retournée,web,1500,22500
O0005149,C002007,2025-07-18 18:46:18,livrée,mobile_app,1000,36700
O0005150,C002624,2024-11-17 11:04:16,livrée,web,1500,1033500
O0005151,C000001,2025-11-23 06:53:00,livrée,mobile_app,1500,88000
O0005152,C001339,2025-10-02 17:08:44,livrée,mobile_app,1500,277500
O0005153,C002424,2025-03-05 15:06:45,livrée,web,2000,71500
O0005154,C001374,2025-12-30 19:40:09,livrée,mobile_app,2000,148000
O0005155,C003311,2024-12-09 07:36:20,livrée,mobile_app,1000,2500
O0005156,C000113,2024-09-16 06:39:14,livrée,mobile_app,1000,164600
O0005157,C002036,2026-02-06 21:26:12,livrée,mobile_app,2000,1640000
O0005158,C000043,2025-11-23 21:14:29,livrée,web,1000,55600
O0005159,C000036,2024-10-29 20:57:08,retournée,mobile_app,1500,1126200
O0005160,C000365,2025-06-23 17:28:42,annulée,web,0,170000
O0005161,C001310,2024-12-16 14:48:31,livrée,mobile_app,2000,178000
O0005162,C000646,2025-08-07 13:02:17,retournée,mobile_app,1000,170500
O0005163,C001937,2024-11-17 12:01:31,livrée,mobile_app,1500,39500
O0005164,C004987,2026-06-18 19:58:14,livrée,mobile_app,1500,145500
O0005165,C000017,2025-06-28 19:07:50,livrée,web,1000,116500
O0005166,C003586,2024-08-30 21:26:36,livrée,mobile_app,3000,16400
O0005167,C003389,2026-03-07 10:52:49,annulée,mobile_app,1000,15000
O0005168,C000176,2026-06-06 18:35:05,livrée,mobile_app,0,44500
O0005169,C004680,2026-01-05 15:32:29,livrée,mobile_app,1000,662000
O0005170,C001487,2024-09-15 20:10:28,livrée,mobile_app,1000,656000
O0005171,C001162,2026-06-07 17:30:20,retournée,web,2000,386500
O0005172,C003508,2025-07-05 22:03:11,livrée,mobile_app,1500,99500
O0005173,C000184,2026-03-20 18:58:21,livrée,mobile_app,2000,40000
O0005174,C000289,2025-05-15 08:53:18,livrée,web,3000,13500
O0005175,C002080,2024-09-27 12:12:40,livrée,mobile_app,2000,175000
O0005176,C003571,2025-04-09 16:57:31,livrée,mobile_app,1000,4000
O0005177,C000490,2026-06-27 15:18:09,livrée,web,1000,137500
O0005178,C000228,2024-08-11 18:42:12,livrée,web,1000,15000
O0005179,C002071,2025-10-05 21:51:59,livrée,mobile_app,1000,310900
O0005180,C000179,2026-02-01 19:44:51,livrée,mobile_app,2000,339500
O0005181,C000010,2025-01-16 11:24:07,livrée,web,1500,421000
O0005182,C002625,2025-06-10 12:46:58,annulée,web,0,429500
O0005183,C002162,2026-03-31 17:51:46,en_cours,mobile_app,2000,323000
O0005184,C002395,2025-04-01 21:49:46,annulée,web,1000,339500
O0005185,C001080,2025-08-24 17:25:17,livrée,mobile_app,1500,1348000
O0005186,C002579,2026-04-18 11:33:56,retournée,web,2000,291000
O0005187,C003825,2025-09-15 10:20:49,livrée,web,1500,35500
O0005188,C000501,2025-08-30 13:35:37,livrée,web,3000,130000
O0005189,C003256,2025-05-06 06:49:45,en_cours,mobile_app,1000,1648000
O0005190,C000048,2025-12-25 21:38:22,livrée,mobile_app,3000,1305000
O0005191,C002398,2026-06-10 16:33:15,livrée,mobile_app,2000,55500
O0005192,C002603,2025-03-13 17:20:09,livrée,mobile_app,2000,32000
O0005193,C002426,2025-05-02 08:56:29,livrée,mobile_app,1500,119600
O0005194,C000864,2025-01-24 07:10:27,livrée,mobile_app,1500,1085500
O0005195,C000445,2025-03-20 19:32:48,en_cours,mobile_app,3000,279000
O0005196,C001111,2024-11-04 20:26:35,livrée,web,1500,329500
O0005197,C000220,2025-01-20 18:03:52,livrée,web,0,75500
O0005198,C000697,2026-06-14 06:49:12,livrée,web,1000,19500
O0005199,C001095,2026-05-13 13:19:18,retournée,mobile_app,3000,9000
O0005200,C003958,2026-01-18 16:27:02,annulée,mobile_app,1500,418000
O0005201,C001257,2025-07-22 21:00:21,livrée,mobile_app,2000,116000
O0005202,C000021,2026-05-13 17:04:43,en_cours,web,1000,9000
O0005203,C000731,2025-05-18 07:55:13,livrée,mobile_app,2000,47000
O0005204,C003278,2025-01-18 09:04:17,annulée,mobile_app,3000,218500
O0005205,C000601,2026-03-19 13:44:00,livrée,mobile_app,1500,16500
O0005206,C000523,2024-08-12 17:07:58,livrée,mobile_app,3000,335500
O0005207,C000665,2025-12-30 07:47:50,livrée,mobile_app,1500,378800
O0005208,C000243,2024-10-19 12:18:18,livrée,web,2000,375000
O0005209,C000307,2025-10-05 12:37:55,livrée,mobile_app,3000,71000
O0005210,C004034,2026-01-26 18:19:44,en_cours,web,1500,31500
O0005211,C000479,2025-06-25 13:29:02,livrée,mobile_app,1500,8900
O0005212,C000841,2024-11-15 11:18:46,livrée,mobile_app,2000,132500
O0005213,C001279,2025-07-05 12:46:05,livrée,web,1500,10500
O0005214,C002237,2025-07-31 16:18:19,en_cours,web,1500,123700
O0005215,C000279,2025-10-15 11:22:08,en_cours,web,1500,10500
O0005216,C004334,2025-01-17 12:37:55,en_cours,mobile_app,1500,95000
O0005217,C001429,2025-05-18 21:05:14,annulée,mobile_app,3000,140500
O0005218,C000969,2025-06-12 22:48:22,annulée,mobile_app,1500,11000
O0005219,C002601,2024-12-15 18:27:18,livrée,web,2000,28700
O0005220,C000883,2025-09-07 21:10:08,annulée,mobile_app,3000,296000
O0005221,C002893,2025-02-01 18:38:22,livrée,mobile_app,0,4000
O0005222,C001172,2026-06-04 15:18:55,livrée,mobile_app,1500,421000
O0005223,C003709,2025-12-11 17:10:35,livrée,mobile_app,3000,11500
O0005224,C000004,2025-09-25 13:57:29,livrée,mobile_app,2000,199500
O0005225,C000221,2025-11-27 18:47:37,annulée,mobile_app,1000,402000
O0005226,C002015,2024-11-05 12:16:42,livrée,mobile_app,2000,157000
O0005227,C003012,2024-12-30 18:06:25,livrée,web,1500,257900
O0005228,C000036,2025-02-10 06:30:42,en_cours,mobile_app,1000,15000
O0005229,C000068,2025-07-12 09:44:03,annulée,mobile_app,1000,393100
O0005230,C000001,2026-06-09 20:09:10,annulée,mobile_app,1500,62500
O0005231,C004278,2025-10-03 19:26:41,livrée,web,1500,309000
O0005232,C000897,2025-12-27 13:48:42,livrée,mobile_app,1000,169000
O0005233,C000925,2025-04-15 08:34:15,en_cours,mobile_app,3000,111000
O0005234,C002601,2025-09-12 18:48:01,livrée,mobile_app,0,4000
O0005235,C001897,2024-10-04 13:04:13,livrée,web,2000,446000
O0005236,C943889,2025-07-23 22:09:56,livrée,mobile_app,3000,160500
O0005237,C001768,2024-11-08 16:17:26,annulée,mobile_app,0,217000
O0005238,C001033,2026-01-14 10:45:44,livrée,mobile_app,1000,46500
O0005239,C001988,2024-11-15 14:07:26,retournée,web,2000,7000
O0005240,C004286,2025-03-02 20:38:43,en_cours,mobile_app,2000,551000
O0005241,C003548,2026-05-29 20:56:45,livrée,web,1500,1158500
O0005242,C003382,2026-05-22 08:36:10,en_cours,web,2000,118500
O0005243,C004991,2025-11-13 17:27:55,en_cours,web,3000,39500
O0005244,C001555,2025-12-28 15:31:39,en_cours,web,2000,5000
O0005245,C000725,2026-05-30 09:05:06,annulée,mobile_app,2000,115600
O0005246,C003773,2026-05-30 07:00:31,en_cours,mobile_app,3000,123000
O0005247,C003265,2024-07-31 17:38:52,annulée,mobile_app,2000,561000
O0005248,C000001,2024-07-06 07:27:58,livrée,mobile_app,1000,141500
O0005249,C004687,2026-03-04 06:07:39,en_cours,mobile_app,0,142000
O0005250,C000664,2024-12-07 19:17:05,livrée,web,1000,360400
O0005251,C000173,2025-09-22 21:37:08,livrée,mobile_app,2000,1360500
O0005252,C000079,2026-05-17 11:40:21,livrée,web,1500,424400
O0005253,C000001,2024-09-01 14:27:36,livrée,mobile_app,2000,1144200
O0005254,C000197,2024-10-02 11:30:42,livrée,mobile_app,1500,726500
O0005255,C004513,2025-03-15 19:56:02,en_cours,mobile_app,1000,46500
O0005256,C001913,2024-11-29 15:55:00,livrée,mobile_app,0,813800
O0005257,C001413,2024-08-18 12:29:46,annulée,web,0,46000
O0005258,C000337,2024-12-24 10:08:40,livrée,mobile_app,3000,142000
O0005259,C000247,2025-07-17 19:33:22,en_cours,mobile_app,1500,379500
O0005260,C002518,2026-06-22 19:32:14,livrée,web,2000,50000
O0005261,C000001,2024-10-13 10:36:03,livrée,mobile_app,1500,109500
O0005262,C003119,2026-05-15 06:18:24,livrée,web,1000,174600
O0005263,C003926,2025-09-21 21:34:14,livrée,mobile_app,0,5500
O0005264,C000575,2026-06-29 16:02:16,livrée,mobile_app,2000,777800
O0005265,C000724,2025-12-11 08:50:25,livrée,mobile_app,3000,103000
O0005266,C000592,2025-12-07 09:50:36,livrée,mobile_app,3000,20500
O0005267,C003011,2024-12-27 13:09:03,livrée,web,3000,13800
O0005268,C000020,2025-06-11 10:11:35,livrée,mobile_app,1000,289000
O0005269,C004144,2025-01-21 18:59:36,livrée,mobile_app,1000,62500
O0005270,C001656,2025-03-13 10:35:32,livrée,mobile_app,2000,88500
O0005271,C004156,2025-07-22 08:39:43,annulée,mobile_app,1000,348200
O0005272,C000208,2025-07-29 07:36:22,livrée,mobile_app,1500,60500
O0005273,C001044,2025-11-21 17:55:20,livrée,mobile_app,1000,474000
O0005274,C000022,2025-08-13 11:11:50,livrée,mobile_app,1000,1694500
O0005275,C001389,2025-11-13 06:13:12,livrée,mobile_app,0,737500
O0005276,C004670,2025-03-14 07:00:09,annulée,mobile_app,1000,48000
O0005277,C001048,2026-02-03 08:43:34,livrée,mobile_app,1500,131500
O0005278,C000150,2024-11-20 21:27:00,livrée,mobile_app,1000,283000
O0005279,C001235,2026-01-03 20:52:04,livrée,mobile_app,2000,21500
O0005280,C000006,2025-05-05 10:44:21,livrée,web,1500,530400
O0005281,C002800,2025-05-30 17:01:27,livrée,web,1500,188200
O0005282,C000190,2026-02-06 09:19:32,livrée,mobile_app,1000,323500
O0005283,C000250,2025-02-11 13:30:58,en_cours,mobile_app,1000,156500
O0005284,C002608,2026-01-01 09:01:06,livrée,web,1000,35000
