product_id,nom_produit,categorie,marque,prix_unitaire_fcfa,stock
P00379,Kirène Informatique 0379,Informatique,Kirène,182000,781
P00380,Nivea Mode Homme 0380,Mode Homme,Nivea,51000,607
P00381,Adidas Mode Femme 0381,Mode Femme,Adidas,6000,14
P00382,Kirène Téléphonie 0382,Téléphonie,Kirène,105500,152
P00383,Adidas Informatique 0383,Informatique,Adidas,698000,790
P00384,Penc Mi Mode Homme 0384,Mode Homme,Penc Mi,16500,669
P00385,Adidas Téléphonie 0385,Téléphonie,Adidas,43000,327
P00386,Tecno Enfants & Jouets 0386,Enfants & Jouets,Tecno,27500,765
P00387,Teranga Home Mode Femme 0387,Mode Femme,Teranga Home,4500,382
P00388,Teranga Home Téléphonie 0388,Téléphonie,Teranga Home,25000,693
P00389,HP Maison & Cuisine 0389,Maison & Cuisine,HP,42500,461
P00390,Royal Sport & Loisirs 0390,Sport & Loisirs,Royal,5000,528
P00391,Samsung Maison & Cuisine 0391,Maison & Cuisine,Samsung,3000,6
P00392,HP Beauté & Soins 0392,Beauté & Soins,HP,5000,776
P00393,Adidas Téléphonie 0393,Téléphonie,Adidas,58000,145
P00394,Lenovo Sport & Loisirs 0394,Sport & Loisirs,Lenovo,17500,170
P00395,Teranga Home Enfants & Jouets 0395,Enfants & Jouets,Teranga Home,21500,356
P00396,Samsung Mode Homme 0396,Mode Homme,Samsung,16500,604
P00397,Dakar Style Informatique 0397,Informatique,Dakar Style,322500,615
P00398,Adidas Électroménager 0398,Électroménager,Adidas,23500,501
P00399,Sunu Tech Maison & Cuisine 0399,Maison & Cuisine,Sunu Tech,8500,696
P00400,Penc Mi Maison & Cuisine 0400,Maison & Cuisine,Penc Mi,105500,554
P00401,Sunu Tech Épicerie 0401,Épicerie,Sunu Tech,2500,118
P00402,Penc Mi Mode Femme 0402,Mode Femme,Penc Mi,6000,626
P00403,Itel Épicerie 0403,Épicerie,Itel,24000,210
P00404,LG Électroménager 0404,Électroménager,LG,81000,415
P00405,Royal Beauté & Soins 0405,Beauté & Soins,Royal,7000,485
P00406,Teranga Home Maison & Cuisine 0406,Maison & Cuisine,Teranga Home,6000,313
P00407,Kirène Électroménager 0407,Électroménager,Kirène,186500,288
P00408,Royal Mode Homme 0408,Mode Homme,Royal,5500,214
P00409,Samsung Épicerie 0409,Épicerie,Samsung,5500,238
P00410,LG Beauté & Soins 0410,Beauté & Soins,LG,18000,788
P00411,Royal Maison & Cuisine 0411,Maison & Cuisine,Royal,31000,306
P00412,Penc Mi Maison & Cuisine 0412,Maison & Cuisine,Penc Mi,3500,378
P00413,HP Sport & Loisirs 0413,Sport & Loisirs,HP,5000,561
P00414,Hisense Enfants & Jouets 0414,Enfants & Jouets,Hisense,30000,198
P00415,Kirène Mode Homme 0415,Mode Homme,Kirène,45000,158
P00416,Kirène Mode Homme 0416,Mode Homme,Kirène,4500,168
P00417,Itel Enfants & Jouets 0417,Enfants & Jouets,Itel,6500,49
P00418,HP Mode Femme 0418,Mode Femme,HP,25500,361
P00419,Lenovo Enfants & Jouets 0419,Enfants & Jouets,Lenovo,29500,2
P00420,Royal Épicerie 0420,Épicerie,Royal,17500,302
P00421,Royal Sport & Loisirs 0421,Sport & Loisirs,Royal,35000,421
P00422,Penc Mi Sport & Loisirs 0422,Sport & Loisirs,Penc Mi,6500,206
P00423,Nivea Enfants & Jouets 0423,Enfants & Jouets,Nivea,23500,200
P00424,Sunu Tech Électroménager 0424,Électroménager,Sunu Tech,371500,480
P00425,Samsung Mode Femme 0425,Mode Femme,Samsung,9500,449
P00426,Nivea Beauté & Soins 0426,Beauté & Soins,Nivea,7500,631
P00427,Itel Informatique 0427,Informatique,Itel,45500,704
P00428,Nivea Beauté & Soins 0428,Beauté & Soins,Nivea,4000,198
P00429,Sunu Tech Maison & Cuisine 0429,Maison & Cuisine,Sunu Tech,72500,234
P00430,Sunu Tech Beauté & Soins 0430,Beauté & Soins,Sunu Tech,2000,419
P00431,Teranga Home Maison & Cuisine 0431,Maison & Cuisine,Teranga Home,48000,146
P00432,Hisense Informatique 0432,Informatique,Hisense,35500,582
P00433,Dakar Style Mode Femme 0433,Mode Femme,Dakar Style,8000,1
P00434,Hisense Enfants & Jouets 0434,Enfants & Jouets,Hisense,13000,293
P00435,Tecno Électroménager 0435,Électroménager,Tecno,20000,785
P00436,HP Mode Femme 0436,Mode Femme,HP,27500,587
P00437,Dakar Style Maison & Cuisine 0437,Maison & Cuisine,Dakar Style,8500,413
P00438,Tecno Maison & Cuisine 0438,Maison & Cuisine,Tecno,45500,2
P00439,Royal Informatique 0439,Informatique,Royal,823500,641
P00440,Hisense Informatique 0440,Informatique,Hisense,111000,356
P00441,LG Sport & Loisirs 0441,Sport & Loisirs,LG,4500,686
P00442,Dakar Style Beauté & Soins 0442,Beauté & Soins,Dakar Style,24500,626
P00443,Itel Enfants & Jouets 0443,Enfants & Jouets,Itel,5000,796
P00444,HP Enfants & Jouets 0444,Enfants & Jouets,HP,3000,94
P00445,Infinix Informatique 0445,Informatique,Infinix,584000,687
P00446,Samsung Mode Homme 0446,Mode Homme,Samsung,6000,569
P00447,Samsung Épicerie 0447,Épicerie,Samsung,5500,235
P00448,Samsung Électroménager 0448,Électroménager,Samsung,47500,675
P00449,Royal Informatique 0449,Informatique,Royal,321000,451
P00450,HP Informatique 0450,Informatique,HP,255500,527
P00451,Lenovo Beauté & Soins 0451,Beauté & Soins,Lenovo,8000,770
P00452,Penc Mi Mode Homme 0452,Mode Homme,Penc Mi,16000,458
P00453,Nivea Enfants & Jouets 0453,Enfants & Jouets,Nivea,4000,506
P00454,Samsung Enfants & Jouets 0454,Enfants & Jouets,Samsung,2000,692
P00455,Nivea Téléphonie 0455,Téléphonie,Nivea,228500,615
P00456,Royal Enfants & Jouets 0456,Enfants & Jouets,Royal,35000,512
P00457,Adidas Téléphonie 0457,Téléphonie,Adidas,211500,725
P00458,Kirène Sport & Loisirs 0458,Sport & Loisirs,Kirène,36000,728
P00459,Adidas Enfants & Jouets 0459,Enfants & Jouets,Adidas,9000,490
P00460,Penc Mi Mode Homme 0460,Mode Homme,Penc Mi,17500,78
P00461,Nivea Informatique 0461,Informatique,Nivea,298000,553
P00462,Royal Téléphonie 0462,Téléphonie,Royal,16500,266
P00463,Infinix Mode Homme 0463,Mode Homme,Infinix,10500,470
P00464,Teranga Home Enfants & Jouets 0464,Enfants & Jouets,Teranga Home,4000,301
P00465,Tecno Mode Femme 0465,Mode Femme,Tecno,10000,270
P00466,Teranga Home Mode Femme 0466,Mode Femme,Teranga Home,35000,779
P00467,Adidas Téléphonie 0467,Téléphonie,Adidas,51500,199
P00468,Lenovo Maison & Cuisine 0468,Maison & Cuisine,Lenovo,43500,128
P00469,LG Informatique 0469,Informatique,LG,813500,506
P00470,Samsung Maison & Cuisine 0470,Maison & Cuisine,Samsung,89000,515
P00471,LG Épicerie 0471,Épicerie,LG,12500,784
P00472,Samsung Sport & Loisirs 0472,Sport & Loisirs,Samsung,57000,45
P00473,LG Beauté & Soins 0473,Beauté & Soins,LG,5500,732
P00474,Infinix Maison & Cuisine 0474,Maison & Cuisine,Infinix,42500,671
P00475,Samsung Mode Homme 0475,Mode Homme,Samsung,22000,167
P00476,Dakar Style Sport & Loisirs 0476,Sport & Loisirs,Dakar Style,85500,654
P00477,Infinix Maison & Cuisine 0477,Maison & Cuisine,Infinix,23000,674
P00478,Lenovo Informatique 0478,Informatique,Lenovo,116500,91
P00479,Royal Mode Homme 0479,Mode Homme,Royal,37000,16
P00480,Nivea Sport & Loisirs 0480,Sport & Loisirs,Nivea,41500,528
P00481,Nivea Mode Femme 0481,Mode Femme,Nivea,4500,471
P00482,Hisense Électroménager 0482,Électroménager,Hisense,152000,690
P00483,Adidas Enfants & Jouets 0483,Enfants & Jouets,Adidas,13500,744
P00484,Royal Épicerie 0484,Épicerie,Royal,6000,83
P00485,Infinix Sport & Loisirs 0485,Sport & Loisirs,Infinix,75000,767
P00486,Teranga Home Mode Femme 0486,Mode Femme,Teranga Home,21500,682
P00487,Kirène Beauté & Soins 0487,Beauté & Soins,Kirène,26000,482
P00488,LG Enfants & Jouets 0488,Enfants & Jouets,LG,6500,288
P00489,Lenovo Beauté & Soins 0489,Beauté & Soins,Lenovo,2000,504
P00490,Dakar Style Épicerie 0490,Épicerie,Dakar Style,2000,451
P00491,Adidas Épicerie 0491,Épicerie,Adidas,4000,311
P00492,Penc Mi Épicerie 0492,Épicerie,Penc Mi,13000,62
P00493,Hisense Maison & Cuisine 0493,Maison & Cuisine,Hisense,29000,578
P00494,Hisense Mode Homme 0494,Mode Homme,Hisense,11500,244
P00495,Hisense Mode Homme 0495,Mode Homme,Hisense,12000,196
P00496,HP Épicerie 0496,Épicerie,HP,24500,300
P00497,Penc Mi Mode Femme 0497,Mode Femme,Penc Mi,5000,27
P00498,Penc Mi Électroménager 0498,Électroménager,Penc Mi,40000,313
P00499,Samsung Informatique 0499,Informatique,Samsung,235000,668
P00500,Samsung Maison & Cuisine 0500,Maison & Cuisine,Samsung,38000,585
P00501,Samsung Enfants & Jouets 0501,Enfants & Jouets,Samsung,7000,48
P00502,Lenovo Mode Homme 0502,Mode Homme,Lenovo,3500,264
P00503,Samsung Maison & Cuisine 0503,Maison & Cuisine,Samsung,19000,531
P00504,Adidas Mode Homme 0504,Mode Homme,Adidas,4500,744
P00505,Teranga Home Mode Homme 0505,Mode Homme,Teranga Home,3500,349
P00506,Dakar Style Mode Femme 0506,Mode Femme,Dakar Style,9500,790
P00507,Sunu Tech Mode Homme 0507,Mode Homme,Sunu Tech,4500,34
P00508,Infinix Épicerie 0508,Épicerie,Infinix,3000,728
P00509,Dakar Style Enfants & Jouets 0509,Enfants & Jouets,Dakar Style,23000,127
P00510,Dakar Style Électroménager 0510,Électroménager,Dakar Style,23500,583
P00511,Hisense Mode Homme 0511,Mode Homme,Hisense,13500,80
P00512,Dakar Style Téléphonie 0512,Téléphonie,Dakar Style,81500,791
P00513,Samsung Sport & Loisirs 0513,Sport & Loisirs,Samsung,4000,171
P00514,Adidas Sport & Loisirs 0514,Sport & Loisirs,Adidas,40000,294
P00515,Kirène Épicerie 0515,Épicerie,Kirène,500,508
P00516,LG Beauté & Soins 0516,Beauté & Soins,LG,32000,40
P00517,Itel Enfants & Jouets 0517,Enfants & Jouets,Itel,15500,456
P00518,Tecno Informatique 0518,Informatique,Tecno,70000,233
P00519,HP Mode Homme 0519,Mode Homme,HP,48000,346
P00520,Kirène Mode Femme 0520,Mode Femme,Kirène,11000,266
P00521,Kirène Sport & Loisirs 0521,Sport & Loisirs,Kirène,9000,674
P00522,Adidas Électroménager 0522,Électroménager,Adidas,74000,365
P00523,HP Mode Homme 0523,Mode Homme,HP,18500,602
P00524,HP Téléphonie 0524,Téléphonie,HP,176000,33
P00525,Kirène Enfants & Jouets 0525,Enfants & Jouets,Kirène,17000,546
P00526,Adidas Mode Femme 0526,Mode Femme,Adidas,62000,306
P00527,Penc Mi Téléphonie 0527,Téléphonie,Penc Mi,387500,479
P00528,Lenovo Électroménager 0528,Électroménager,Lenovo,39000,677
P00529,Kirène Beauté & Soins 0529,Beauté & Soins,Kirène,30000,556
P00530,Hisense Mode Femme 0530,Mode Femme,Hisense,4500,282
P00531,Royal Beauté & Soins 0531,Beauté & Soins,Royal,34500,181
P00532,Kirène Téléphonie 0532,Téléphonie,Kirène,36000,709
P00533,Lenovo Épicerie 0533,Épicerie,Lenovo,1500,207
P00534,Penc Mi Épicerie 0534,Épicerie,Penc Mi,2500,28
P00535,Royal Électroménager 0535,Électroménager,Royal,37000,238
P00536,Hisense Mode Homme 0536,Mode Homme,Hisense,36000,8
P00537,Kirène Téléphonie 0537,Téléphonie,Kirène,23000,592
P00538,Hisense Informatique 0538,Informatique,Hisense,120500,711
P00539,Dakar Style Épicerie 0539,Épicerie,Dakar Style,17500,345
P00540,Samsung Informatique 0540,Informatique,Samsung,243500,491
P00541,Kirène Mode Homme 0541,Mode Homme,Kirène,18500,767
P00542,Teranga Home Enfants & Jouets 0542,Enfants & Jouets,Teranga Home,49000,740
P00543,Teranga Home Mode Homme 0543,Mode Homme,Teranga Home,3000,32
P00544,Kirène Maison & Cuisine 0544,Maison & Cuisine,Kirène,8500,55
P00545,Dakar Style Informatique 0545,Informatique,Dakar Style,39000,306
P00546,Dakar Style Épicerie 0546,Épicerie,Dakar Style,1000,223
P00547,Sunu Tech Enfants & Jouets 0547,Enfants & Jouets,Sunu Tech,4000,123
P00548,Dakar Style Enfants & Jouets 0548,Enfants & Jouets,Dakar Style,15000,120
P00549,HP Maison & Cuisine 0549,Maison & Cuisine,HP,7000,653
P00550,Infinix Enfants & Jouets 0550,Enfants & Jouets,Infinix,17000,155
P00551,Teranga Home Maison & Cuisine 0551,Maison & Cuisine,Teranga Home,43500,383
P00552,Infinix Mode Homme 0552,Mode Homme,Infinix,10000,35
P00553,Sunu Tech Épicerie 0553,Épicerie,Sunu Tech,4000,496
P00554,Sunu Tech Électroménager 0554,Électroménager,Sunu Tech,31500,593
P00555,Tecno Épicerie 0555,Épicerie,Tecno,9500,478
P00556,Penc Mi Enfants & Jouets 0556,Enfants & Jouets,Penc Mi,7500,227
P00557,Adidas Mode Femme 0557,Mode Femme,Adidas,46500,63
P00558,LG Électroménager 0558,Électroménager,LG,120000,320
P00559,Nivea Informatique 0559,Informatique,Nivea,303500,626
P00560,LG Beauté & Soins 0560,Beauté & Soins,LG,5000,95
P00561,Kirène Maison & Cuisine 0561,Maison & Cuisine,Kirène,10500,657
P00562,LG Beauté & Soins 0562,Beauté & Soins,LG,6500,730
P00563,Infinix Maison & Cuisine 0563,Maison & Cuisine,Infinix,29500,485
P00564,LG Téléphonie 0564,Téléphonie,LG,84000,675
P00565,Nivea Téléphonie 0565,Téléphonie,Nivea,231500,224
P00566,Hisense Électroménager 0566,Électroménager,Hisense,24000,497
P00567,Nivea Épicerie 0567,Épicerie,Nivea,17000,579
P00568,Teranga Home Beauté & Soins 0568,Beauté & Soins,Teranga Home,31500,571
P00569,LG Mode Homme 0569,Mode Homme,LG,6000,560
P00570,Kirène Maison & Cuisine 0570,Maison & Cuisine,Kirène,3500,155
P00571,Teranga Home Mode Femme 0571,Mode Femme,Teranga Home,19500,730
P00572,Kirène Informatique 0572,Informatique,Kirène,31500,545
P00573,Nivea Beauté & Soins 0573,Beauté & Soins,Nivea,3000,93
P00574,Teranga Home Maison & Cuisine 0574,Maison & Cuisine,Teranga Home,18000,511
P00575,LG Enfants & Jouets 0575,Enfants & Jouets,LG,14500,727
P00576,HP Mode Homme 0576,Mode Homme,HP,5500,19
P00577,Kirène Informatique 0577,Informatique,Kirène,707000,709
P00578,Sunu Tech Épicerie 0578,Épicerie,Sunu Tech,1000,264
P00579,Infinix Mode Homme 0579,Mode Homme,Infinix,5000,238
P00580,Lenovo Informatique 0580,Informatique,Lenovo,44500,390
P00581,HP Beauté & Soins 0581,Beauté & Soins,HP,31500,572
P00582,Kirène Téléphonie 0582,Téléphonie,Kirène,298000,82
P00583,HP Enfants & Jouets 0583,Enfants & Jouets,HP,2000,210
P00584,Royal Sport & Loisirs 0584,Sport & Loisirs,Royal,38500,645
P00585,Sunu Tech Mode Femme 0585,Mode Femme,Sunu Tech,4000,188
P00586,Sunu Tech Beauté & Soins 0586,Beauté & Soins,Sunu Tech,2000,279
P00587,Sunu Tech Mode Homme 0587,Mode Homme,Sunu Tech,4000,513
P00588,Nivea Mode Femme 0588,Mode Femme,Nivea,45500,200
P00589,Adidas Enfants & Jouets 0589,Enfants & Jouets,Adidas,8000,40
P00590,Dakar Style Sport & Loisirs 0590,Sport & Loisirs,Dakar Style,22500,422
P00591,Lenovo Maison & Cuisine 0591,Maison & Cuisine,Lenovo,3000,77
P00592,Nivea Enfants & Jouets 0592,Enfants & Jouets,Nivea,36500,309
P00593,Hisense Informatique 0593,Informatique,Hisense,844000,528
P00594,Penc Mi Enfants & Jouets 0594,Enfants & Jouets,Penc Mi,4500,591
P00595,Adidas Informatique 0595,Informatique,Adidas,263000,761
P00596,Hisense Électroménager 0596,Électroménager,Hisense,201000,697
P00597,Nivea Maison & Cuisine 0597,Maison & Cuisine,Nivea,105500,27
P00598,Infinix Informatique 0598,Informatique,Infinix,141500,389
P00599,HP Mode Femme 0599,Mode Femme,HP,6500,18
P00600,Penc Mi Mode Homme 0600,Mode Homme,Penc Mi,9000,640
P00601,Infinix Téléphonie 0601,Téléphonie,Infinix,132000,59
P00602,Royal Informatique 0602,Informatique,Royal,136000,621
P00603,Sunu Tech Mode Femme 0603,Mode Femme,Sunu Tech,4000,1
P00604,Royal Téléphonie 0604,Téléphonie,Royal,233500,88
P00605,Royal Enfants & Jouets 0605,Enfants & Jouets,Royal,32500,742
P00606,Dakar Style Mode Femme 0606,Mode Femme,Dakar Style,14500,148
P00607,Infinix Sport & Loisirs 0607,Sport & Loisirs,Infinix,20500,379
P00608,Infinix Électroménager 0608,Électroménager,Infinix,106500,416
P00609,Teranga Home Beauté & Soins 0609,Beauté & Soins,Teranga Home,8500,553
P00610,LG Informatique 0610,Informatique,LG,36000,748
P00611,LG Informatique 0611,Informatique,LG,118500,333
P00612,Infinix Maison & Cuisine 0612,Maison & Cuisine,Infinix,14000,482
P00613,Dakar Style Mode Homme 0613,Mode Homme,Dakar Style,59500,797
P00614,Tecno Enfants & Jouets 0614,Enfants & Jouets,Tecno,2500,86
P00615,Infinix Enfants & Jouets 0615,Enfants & Jouets,Infinix,5500,383
P00616,Itel Informatique 0616,Informatique,Itel,148000,242
P00617,Sunu Tech Maison & Cuisine 0617,Maison & Cuisine,Sunu Tech,66500,751
P00618,Teranga Home Sport & Loisirs 0618,Sport & Loisirs,Teranga Home,17000,491
P00619,Samsung Électroménager 0619,Électroménager,Samsung,54000,519
P00620,Infinix Épicerie 0620,Épicerie,Infinix,4000,149
P00621,Teranga Home Sport & Loisirs 0621,Sport & Loisirs,Teranga Home,10000,758
P00622,Royal Mode Homme 0622,Mode Homme,Royal,15500,53
P00623,Dakar Style Téléphonie 0623,Téléphonie,Dakar Style,156500,396
P00624,Adidas Mode Femme 0624,Mode Femme,Adidas,17000,559
P00625,Itel Mode Homme 0625,Mode Homme,Itel,18500,703
P00626,Dakar Style Beauté & Soins 0626,Beauté & Soins,Dakar Style,1500,218
P00627,Infinix Électroménager 0627,Électroménager,Infinix,188000,267
P00628,Tecno Mode Homme 0628,Mode Homme,Tecno,55000,30
P00629,Kirène Épicerie 0629,Épicerie,Kirène,3500,528
P00630,LG Épicerie 0630,Épicerie,LG,11500,157
P00631,Tecno Sport & Loisirs 0631,Sport & Loisirs,Tecno,22000,493
P00632,LG Mode Homme 0632,Mode Homme,LG,24500,67
