item_id,order_id,product_id,quantite,prix_unitaire_fcfa
I00002247,O0001003,P00307,1,43500
I00002248,O0001003,P00124,1,3500
I00002249,O0001003,P00001,2,108000
I00002250,O0001004,P00007,3,4500
I00002251,O0001004,P00613,1,59500
I00002252,O0001004,P00024,1,5000
I00002253,O0001004,P00005,1,529000
I00002254,O0001004,P00001,1,108000
I00002255,O0001005,P00177,1,80500
I00002256,O0001006,P00311,2,1300
I00002257,O0001007,P00190,2,15000
I00002258,O0001007,P00023,1,9500
I00002259,O0001007,P00031,2,479000
I00002260,O0001008,P00083,1,144000
I00002261,O0001009,P00010,1,4500
I00002262,O0001009,P00568,1,31500
I00002263,O0001009,P00141,1,78500
I00002264,O0001009,P00537,1,23000
I00002265,O0001010,P00010,2,4500
I00002266,O0001011,P00049,1,19000
I00002267,O0001011,P00105,1,4300
I00002268,O0001012,P00129,1,15000
I00002269,O0001013,P00118,2,6000
I00002270,O0001013,P00001,1,108000
I00002271,O0001013,P00234,2,3000
I00002272,O0001013,P00223,1,62000
I00002273,O0001013,P00015,1,59000
I00002274,O0001013,P00049,1,19000
I00002275,O0001014,P00097,1,47500
I00002276,O0001014,P00003,1,27300
I00002277,O0001015,P00074,1,21000
I00002278,O0001015,P00005,1,529000
I00002279,O0001016,P00265,2,343000
I00002280,O0001016,P00002,1,69500
I00002281,O0001017,P00155,1,20400
I00002282,O0001017,P00002,2,69500
I00002283,O0001018,P00275,1,68000
I00002284,O0001018,P00542,1,49000
I00002285,O0001018,P00188,1,37000
I00002286,O0001018,P00590,1,22500
I00002287,O0001019,P00624,1,17000
I00002288,O0001020,P00001,3,108000
I00002289,O0001020,P00203,1,7000
I00002290,O0001021,P00169,1,37500
I00002291,O0001021,P00117,1,21000
I00002292,O0001021,P00023,1,9500
I00002293,O0001022,P00017,1,20100
I00002294,O0001022,P00002,1,69500
I00002295,O0001022,P00200,1,14000
I00002296,O0001022,P00554,2,31500
I00002297,O0001023,P00047,1,12000
I00002298,O0001024,P00140,2,25500
I00002299,O0001024,P00070,1,500
I00002300,O0001025,P00056,3,54500
I00002301,O0001026,P00344,1,7900
I00002302,O0001027,P00175,2,4500
I00002303,O0001027,P00002,1,69500
I00002304,O0001028,P00030,2,13000
I00002305,O0001029,P00003,3,39000
I00002306,O0001030,P00002,1,69500
I00002307,O0001030,P00017,1,18000
I00002308,O0001030,P00007,1,4500
I00002309,O0001030,P00015,1,59000
I00002310,O0001030,P00002,1,69500
I00002311,O0001031,P00193,1,2000
I00002312,O0001031,P00277,1,16500
I00002313,O0001032,P00358,2,59000
I00002314,O0001032,P00001,1,108000
I00002315,O0001032,P00219,2,29500
I00002316,O0001033,P00044,1,32500
I00002317,O0001033,P00001,1,108000
I00002318,O0001034,P00024,1,4700
I00002319,O0001035,P00546,1,1000
I00002320,O0001035,P00047,1,12000
I00002321,O0001036,P00206,1,12000
I00002322,O0001037,P00003,1,39000
I00002323,O0001037,P00019,1,49500
I00002324,O0001037,P00002,1,69500
I00002325,O0001037,P00001,1,108000
I00002326,O0001038,P00001,1,94600
I00002327,O0001038,P00006,1,276000
I00002328,O0001038,P00005,1,529000
I00002329,O0001038,P00008,1,3000
I00002330,O0001038,P00044,1,32500
I00002331,O0001039,P00180,1,586000
I00002332,O0001040,P00012,1,35500
I00002333,O0001040,P00042,1,414000
I00002334,O0001040,P00003,1,39000
I00002335,O0001041,P00006,3,276000
I00002336,O0001041,P00159,1,2000
I00002337,O0001041,P00003,1,39000
I00002338,O0001042,P00050,1,56000
I00002339,O0001042,P00037,1,42700
I00002340,O0001042,P00039,2,116000
I00002341,O0001043,P00543,1,2100
I00002342,O0001043,P00088,1,24500
I00002343,O0001043,P00244,3,9000
I00002344,O0001044,P00140,1,25500
I00002345,O0001044,P00307,2,43500
I00002346,O0001044,P00003,1,36900
I00002347,O0001044,P00217,1,66500
I00002348,O0001045,P00462,1,16500
I00002349,O0001046,P00045,1,29000
I00002350,O0001047,P00001,1,108000
I00002351,O0001047,P00133,1,2500
I00002352,O0001048,P00357,1,11500
I00002353,O0001048,P00036,1,10500
I00002354,O0001049,P00053,1,5500
I00002355,O0001049,P00164,1,13000
I00002356,O0001049,P00004,1,2000
I00002357,O0001050,P00070,1,500
I00002358,O0001050,P00441,3,3400
I00002359,O0001050,P00217,2,66500
I00002360,O0001050,P00335,1,46000
I00002361,O0001050,P00003,1,39000
I00002362,O0001051,P00325,1,4000
I00002363,O0001052,P00563,2,29500
I00002364,O0001053,P00008,2,3000
I00002365,O0001053,P00042,1,414000
I00002366,O0001053,P00277,1,16500
I00002367,O0001053,P00002,3,69500
I00002368,O0001054,P00036,2,10500
I00002369,O0001055,P00504,1,4500
I00002370,O0001055,P00010,1,4500
I00002371,O0001055,P00005,1,469000
I00002372,O0001055,P00180,2,493600
I00002373,O0001056,P00009,2,32000
I00002374,O0001057,P00016,1,427100
I00002375,O0001057,P00592,1,36500
I00002376,O0001057,P00010,1,4500
I00002377,O0001058,P00366,1,122000
I00002378,O0001058,P00243,2,10000
I00002379,O0001058,P00296,1,65000
I00002380,O0001058,P00528,2,39000
I00002381,O0001058,P00051,1,174500
I00002382,O0001059,P00028,1,61500
I00002383,O0001059,P00015,1,59000
I00002384,O0001060,P00322,2,16500
I00002385,O0001060,P00043,1,21000
I00002386,O0001060,P00014,1,115500
I00002387,O0001061,P00074,1,21000
I00002388,O0001061,P00513,1,3600
I00002389,O0001062,P00154,1,106700
I00002390,O0001062,P00002,1,69500
I00002391,O0001063,P00184,1,293500
I00002392,O0001063,P00002,2,65000
I00002393,O0001063,P00127,2,62500
I00002394,O0001064,P00263,1,39500
I00002395,O0001065,P00108,2,48500
I00002396,O0001065,P00001,1,108000
I00002397,O0001065,P00004,1,2000
I00002398,O0001066,P00004,1,2000
I00002399,O0001066,P00171,1,4000
I00002400,O0001066,P00101,1,6500
I00002401,O0001066,P00004,2,2000
I00002402,O0001066,P00324,1,26500
I00002403,O0001067,P00001,2,108000
I00002404,O0001067,P00253,1,11500
I00002405,O0001067,P00632,1,24500
I00002406,O0001067,P00032,1,2600
I00002407,O0001067,P00004,1,2000
I00002408,O0001068,P00212,1,1500
I00002409,O0001069,P00193,1,2000
I00002410,O0001070,P00015,1,59000
I00002411,O0001070,P00029,1,1000
I00002412,O0001070,P00431,2,48000
I00002413,O0001070,P00148,1,169500
I00002414,O0001071,P00007,1,4500
I00002415,O0001071,P00281,3,3000
I00002416,O0001072,P00172,1,46500
I00002417,O0001073,P00187,1,94000
I00002418,O0001073,P00003,1,39000
I00002419,O0001073,P00183,1,40000
I00002420,O0001073,P00059,1,16500
I00002421,O0001074,P00084,1,48000
I00002422,O0001075,P00105,1,5000
I00002423,O0001075,P00301,2,38000
I00002424,O0001075,P00056,2,54500
I00002425,O0001076,P00377,1,587500
I00002426,O0001076,P00009,2,32000
I00002427,O0001076,P00004,1,2000
I00002428,O0001077,P00247,1,2000
I00002429,O0001077,P00001,2,108000
I00002430,O0001078,P00033,1,9500
I00002431,O0001079,P00167,1,2000
I00002432,O0001079,P00417,1,6500
I00002433,O0001079,P00464,1,4000
I00002434,O0001080,P00007,2,4500
I00002435,O0001080,P00011,1,15000
I00002436,O0001080,P00491,1,4000
I00002437,O0001080,P00001,1,99200
I00002438,O0001081,P00208,1,24500
I00002439,O0001081,P00150,1,360500
I00002440,O0001081,P00091,1,13000
I00002441,O0001082,P00088,1,24500
I00002442,O0001083,P00261,1,7000
I00002443,O0001084,P00025,1,24500
I00002444,O0001084,P00013,2,23000
I00002445,O0001084,P00021,1,22500
I00002446,O0001084,P00023,1,9500
I00002447,O0001084,P00192,2,243500
I00002448,O0001085,P00001,2,108000
I00002449,O0001085,P00003,2,39000
I00002450,O0001085,P00188,2,31100
I00002451,O0001085,P00039,2,116000
I00002452,O0001086,P00005,1,529000
I00002453,O0001087,P00351,1,40500
I00002454,O0001087,P00320,1,4000
I00002455,O0001088,P00329,1,4000
I00002456,O0001088,P00022,3,5500
I00002457,O0001089,P00487,2,26000
I00002458,O0001090,P00007,1,4000
I00002459,O0001091,P00001,1,108000
I00002460,O0001092,P00414,1,30000
I00002461,O0001093,P00002,1,55000
I00002462,O0001094,P00017,2,17800
I00002463,O0001094,P00225,2,15500
I00002464,O0001095,P00480,2,41500
I00002465,O0001095,P00014,1,115500
I00002466,O0001095,P00572,1,31500
I00002467,O0001096,P00125,1,104500
I00002468,O0001096,P00240,1,9000
I00002469,O0001097,P00006,1,276000
I00002470,O0001097,P00307,1,43500
I00002471,O0001097,P00042,1,414000
I00002472,O0001098,P00001,2,108000
I00002473,O0001098,P00001,1,108000
I00002474,O0001099,P00007,1,4500
I00002475,O0001100,P00228,1,16500
I00002476,O0001100,P00255,1,308000
I00002477,O0001101,P00003,1,39000
I00002478,O0001101,P00075,1,10500
I00002479,O0001101,P00075,1,8700
I00002480,O0001102,P00026,3,21000
I00002481,O0001102,P00001,1,108000
I00002482,O0001102,P00473,1,4500
I00002483,O0001102,P00001,2,108000
I00002484,O0001103,P00028,1,61500
I00002485,O0001104,P00475,1,22000
I00002486,O0001105,P00016,2,473000
I00002487,O0001105,P00092,2,61500
I00002488,O0001105,P00464,3,4000
I00002489,O0001105,P00001,2,82200
I00002490,O0001106,P00031,1,479000
I00002491,O0001106,P00004,2,2000
I00002492,O0001106,P00038,3,34500
I00002493,O0001106,P00208,1,24500
I00002494,O0001107,P00098,1,2000
I00002495,O0001108,P00001,1,108000
I00002496,O0001108,P00004,1,2000
I00002497,O0001108,P00288,1,11000
I00002498,O0001109,P00037,1,51000
I00002499,O0001110,P00029,1,1000
I00002500,O0001110,P00008,1,3000
I00002501,O0001110,P00288,1,11000
I00002502,O0001111,P00002,1,59400
I00002503,O0001112,P00015,2,59000
I00002504,O0001112,P00001,1,108000
I00002505,O0001113,P00198,1,14500
I00002506,O0001114,P00483,2,13500
I00002507,O0001114,P00202,1,43700
I00002508,O0001115,P00062,1,15000
I00002509,O0001115,P00146,3,4500
I00002510,O0001116,P00001,1,108000
I00002511,O0001116,P00011,1,15000
I00002512,O0001116,P00358,2,59000
I00002513,O0001116,P00277,1,16500
I00002514,O0001116,P00003,2,35800
I00002515,O0001116,P00240,2,6800
I00002516,O0001117,P00184,1,293500
I00002517,O0001117,P00012,1,35500
I00002518,O0001118,P00003,1,39000
I00002519,O0001118,P00020,2,92000
I00002520,O0001119,P00236,3,325500
I00002521,O0001119,P00001,2,108000
I00002522,O0001120,P00006,2,276000
I00002523,O0001121,P00001,2,108000
I00002524,O0001121,P00425,1,9500
I00002525,O0001122,P00017,3,25000
I00002526,O0001122,P00069,1,44500
I00002527,O0001123,P00003,1,32300
I00002528,O0001123,P00001,1,108000
I00002529,O0001123,P00264,1,1000
I00002530,O0001124,P00014,1,115500
I00002531,O0001124,P00003,1,30800
I00002532,O0001124,P00119,2,15500
I00002533,O0001124,P00060,3,67000
I00002534,O0001125,P00001,2,78000
I00002535,O0001126,P00331,2,29000
I00002536,O0001127,P00015,1,59000
I00002537,O0001127,P00464,1,4000
I00002538,O0001127,P00133,1,2500
I00002539,O0001128,P00205,1,17000
I00002540,O0001129,P00001,2,81700
I00002541,O0001129,P00031,1,479000
I00002542,O0001129,P00003,1,39000
I00002543,O0001130,P00586,1,2000
I00002544,O0001130,P00014,1,115500
I00002545,O0001131,P00003,2,39000
I00002546,O0001131,P00002,1,49500
I00002547,O0001131,P00098,1,2000
I00002548,O0001131,P00085,2,55500
I00002549,O0001132,P00011,1,15000
I00002550,O0001132,P00424,2,271100
I00002551,O0001133,P00378,1,13000
I00002552,O0001133,P00003,1,39000
I00002553,O0001134,P00010,3,4500
I00002554,O0001134,P00360,1,23000
I00002555,O0001135,P00002,1,69500
I00002556,O0001135,P00005,1,529000
I00002557,O0001136,P00001,1,108000
I00002558,O0001136,P00096,1,5000
I00002559,O0001136,P00035,1,288000
I00002560,O0001136,P00105,1,3900
I00002561,O0001136,P00374,3,10500
I00002562,O0001137,P00017,1,25000
I00002563,O0001138,P00264,3,1000
I00002564,O0001138,P00198,2,14500
I00002565,O0001139,P00018,1,12500
I00002566,O0001139,P00247,2,2000
I00002567,O0001139,P00034,1,3500
I00002568,O0001139,P00091,3,13000
I00002569,O0001139,P00052,1,388500
I00002570,O0001140,P00109,2,3500
I00002571,O0001140,P00235,1,14500
I00002572,O0001141,P00010,2,4500
I00002573,O0001141,P00063,1,571000
I00002574,O0001142,P00022,1,5500
I00002575,O0001142,P00003,1,39000
I00002576,O0001142,P00022,2,5500
I00002577,O0001143,P00008,1,3000
I00002578,O0001143,P00171,1,4000
I00002579,O0001144,P00424,3,371500
I00002580,O0001144,P00080,3,28500
I00002581,O0001144,P00630,1,11500
I00002582,O0001144,P00426,1,7500
I00002583,O0001144,P00068,1,32000
I00002584,O0001145,P00368,2,9500
I00002585,O0001146,P00005,2,529000
I00002586,O0001146,P00133,1,2500
I00002587,O0001146,P00172,1,46500
I00002588,O0001146,P00001,3,108000
I00002589,O0001146,P00432,2,35500
I00002590,O0001147,P00538,2,97100
I00002591,O0001148,P00001,1,108000
I00002592,O0001149,P00228,1,16500
I00002593,O0001149,P00007,1,4500
I00002594,O0001149,P00154,1,145500
I00002595,O0001149,P00049,2,19000
I00002596,O0001149,P00002,2,69500
I00002597,O0001150,P00118,1,6000
I00002598,O0001150,P00269,1,25000
I00002599,O0001150,P00029,2,1000
I00002600,O0001150,P00009,1,32000
I00002601,O0001150,P00621,1,10000
I00002602,O0001150,P00241,1,139000
I00002603,O0001151,P00001,1,108000
I00002604,O0001152,P00544,3,8500
I00002605,O0001152,P00346,1,43000
I00002606,O0001152,P00001,1,108000
I00002607,O0001153,P00125,2,104500
I00002608,O0001153,P00001,3,108000
I00002609,O0001153,P00361,3,2000
I00002610,O0001153,P00098,1,2000
I00002611,O0001153,P00252,1,34000
I00002612,O0001154,P00296,1,65000
I00002613,O0001155,P00589,1,8000
I00002614,O0001156,P00089,1,10000
I00002615,O0001157,P00001,1,108000
I00002616,O0001157,P00061,1,30000
I00002617,O0001157,P00172,1,46500
I00002618,O0001158,P00041,2,5600
I00002619,O0001159,P00442,1,24500
I00002620,O0001160,P00014,1,115500
I00002621,O0001161,P00312,1,26500
I00002622,O0001162,P00005,2,529000
I00002623,O0001162,P00301,2,34600
I00002624,O0001163,P00607,2,20500
I00002625,O0001164,P00054,2,20500
I00002626,O0001165,P00003,1,39000
I00002627,O0001166,P00481,1,4500
I00002628,O0001166,P00010,2,4500
I00002629,O0001166,P00181,1,41500
I00002630,O0001166,P00020,1,92000
I00002631,O0001166,P00169,3,37500
I00002632,O0001167,P00007,2,4500
I00002633,O0001167,P00005,1,529000
I00002634,O0001167,P00395,2,21500
I00002635,O0001167,P00003,1,36600
I00002636,O0001167,P00006,1,276000
I00002637,O0001168,P00061,1,30000
I00002638,O0001168,P00216,1,18000
I00002639,O0001169,P00008,2,3000
I00002640,O0001169,P00051,1,174500
I00002641,O0001169,P00081,1,9500
I00002642,O0001170,P00031,1,479000
I00002643,O0001170,P00164,2,13000
I00002644,O0001170,P00004,1,2000
I00002645,O0001170,P00198,2,14500
I00002646,O0001171,P00511,1,13500
I00002647,O0001172,P00311,2,1500
I00002648,O0001173,P00147,1,14500
I00002649,O0001173,P00056,1,54500
I00002650,O0001173,P00227,1,41000
I00002651,O0001174,P00029,1,1000
I00002652,O0001174,P00100,1,13000
I00002653,O0001174,P00014,3,115500
I00002654,O0001175,P00581,1,31500
I00002655,O0001175,P00051,1,174500
I00002656,O0001175,P00514,1,40000
I00002657,O0001176,P00281,1,3000
I00002658,O0001177,P00204,1,62000
I00002659,O0001178,P00001,1,83100
I00002660,O0001179,P00001,1,108000
I00002661,O0001179,P00220,1,8500
I00002662,O0001180,P00001,2,108000
I00002663,O0001180,P00072,1,3000
I00002664,O0001180,P00055,1,61500
I00002665,O0001180,P00252,1,34000
I00002666,O0001181,P00025,1,24500
I00002667,O0001182,P00081,1,9500
I00002668,O0001182,P00009,2,32000
I00002669,O0001182,P00006,1,276000
I00002670,O0001183,P00016,2,378300
I00002671,O0001183,P00029,1,900
I00002672,O0001183,P00033,1,9500
I00002673,O0001184,P00019,1,49500
I00002674,O0001185,P00012,1,35500
I00002675,O0001185,P00080,1,28500
I00002676,O0001185,P00317,1,58500
I00002677,O0001186,P00001,1,108000
I00002678,O0001187,P00051,3,174500
I00002679,O0001187,P00071,1,36400
I00002680,O0001187,P00015,2,59000
I00002681,O0001188,P00079,1,268100
I00002682,O0001188,P00279,2,212500
I00002683,O0001188,P00003,1,39000
I00002684,O0001188,P00014,1,115500
I00002685,O0001189,P00206,1,12000
I00002686,O0001189,P00291,1,8500
I00002687,O0001190,P00208,1,24500
I00002688,O0001190,P00190,3,15000
I00002689,O0001190,P00060,1,67000
I00002690,O0001190,P00308,2,75500
I00002691,O0001190,P00037,1,51000
I00002692,O0001191,P00075,2,10500
I00002693,O0001192,P00338,1,79500
I00002694,O0001192,P00001,1,108000
I00002695,O0001192,P00017,1,25000
I00002696,O0001193,P00490,1,2000
I00002697,O0001193,P00114,1,317400
I00002698,O0001194,P00367,1,3000
I00002699,O0001194,P00060,2,67000
I00002700,O0001194,P00008,2,3000
I00002701,O0001195,P00004,1,2000
I00002702,O0001196,P00049,1,19000
I00002703,O0001197,P00003,2,39000
I00002704,O0001198,P00100,1,13000
I00002705,O0001198,P00036,1,10500
I00002706,O0001199,P00460,2,17500
I00002707,O0001199,P00001,1,101100
I00002708,O0001199,P00026,1,21000
I00002709,O0001200,P00237,1,13000
I00002710,O0001200,P00027,2,14000
I00002711,O0001200,P00012,1,30200
I00002712,O0001200,P00615,1,5500
I00002713,O0001201,P00008,1,3000
I00002714,O0001202,P00462,1,16500
I00002715,O0001203,P00003,2,39000
I00002716,O0001203,P00134,1,10500
I00002717,O0001204,P00188,2,37000
I00002718,O0001204,P00177,1,80500
I00002719,O0001204,P00108,1,48500
I00002720,O0001204,P00320,1,4000
I00002721,O0001204,P00001,1,88900
I00002722,O0001204,P00086,3,5500
I00002723,O0001205,P00046,1,6000
I00002724,O0001205,P00035,2,288000
I00002725,O0001206,P00174,2,16500
I00002726,O0001207,P00036,1,10500
I00002727,O0001207,P00035,1,288000
I00002728,O0001208,P00023,1,9500
I00002729,O0001208,P00061,1,30000
I00002730,O0001208,P00004,2,2000
I00002731,O0001209,P00050,1,74500
I00002732,O0001209,P00405,2,7000
I00002733,O0001210,P00033,1,9500
I00002734,O0001210,P00508,1,3000
I00002735,O0001211,P00041,1,6000
I00002736,O0001211,P00088,1,24500
I00002737,O0001212,P00306,1,13000
I00002738,O0001212,P00049,2,19000
I00002739,O0001213,P00004,1,2000
I00002740,O0001213,P00006,2,276000
I00002741,O0001214,P00407,2,186500
I00002742,O0001214,P00124,1,3500
I00002743,O0001214,P00010,1,4500
I00002744,O0001214,P00013,1,23000
I00002745,O0001215,P00022,1,5500
I00002746,O0001215,P00002,2,69500
I00002747,O0001215,P00073,1,11500
I00002748,O0001215,P00209,1,104500
I00002749,O0001216,P00243,2,10000
I00002750,O0001216,P00046,2,6000
I00002751,O0001216,P00194,2,38500
I00002752,O0001217,P00618,1,17000
I00002753,O0001217,P00311,2,1500
I00002754,O0001217,P00309,1,20500
I00002755,O0001217,P00013,1,23000
I00002756,O0001217,P00017,1,25000
I00002757,O0001217,P00001,2,108000
I00002758,O0001218,P00012,1,35500
I00002759,O0001218,P00111,1,1900
I00002760,O0001218,P00015,2,59000
I00002761,O0001219,P00096,2,5000
I00002762,O0001220,P00022,2,5500
I00002763,O0001220,P00296,1,65000
I00002764,O0001221,P00003,1,39000
I00002765,O0001222,P00106,1,524000
I00002766,O0001222,P00602,1,136000
I00002767,O0001222,P00313,2,4000
I00002768,O0001223,P00018,2,12500
I00002769,O0001224,P00017,2,25000
I00002770,O0001224,P00433,1,8000
I00002771,O0001225,P00622,1,15500
I00002772,O0001225,P00066,1,1000
I00002773,O0001226,P00001,1,108000
I00002774,O0001226,P00258,3,5300
I00002775,O0001226,P00042,1,414000
I00002776,O0001226,P00023,1,9500
I00002777,O0001227,P00026,3,21000
I00002778,O0001228,P00126,1,15500
I00002779,O0001228,P00435,1,20000
I00002780,O0001229,P00300,2,7500
I00002781,O0001230,P00007,3,4500
I00002782,O0001230,P00009,1,32000
I00002783,O0001231,P00016,2,473000
I00002784,O0001232,P00006,1,276000
I00002785,O0001232,P00027,1,14000
I00002786,O0001233,P00016,1,473000
I00002787,O0001233,P00445,1,584000
I00002788,O0001233,P00045,1,29000
I00002789,O0001234,P00125,2,104500
I00002790,O0001235,P00046,1,6000
I00002791,O0001236,P00031,1,479000
I00002792,O0001237,P00536,1,30000
I00002793,O0001237,P00006,1,276000
I00002794,O0001238,P00017,2,25000
I00002795,O0001238,P00102,3,3000
I00002796,O0001238,P00244,2,9000
I00002797,O0001238,P00606,2,14500
I00002798,O0001239,P00103,1,69500
I00002799,O0001240,P00562,2,6500
I00002800,O0001240,P00019,1,49500
I00002801,O0001240,P00023,1,9500
I00002802,O0001241,P00003,1,39000
I00002803,O0001241,P00001,1,108000
I00002804,O0001241,P00593,1,844000
I00002805,O0001242,P00002,1,52900
I00002806,O0001243,P00231,1,4500
I00002807,O0001243,P00001,1,108000
I00002808,O0001243,P00089,1,10000
I00002809,O0001243,P00006,1,276000
I00002810,O0001244,P00276,1,1500
I00002811,O0001244,P00009,1,32000
I00002812,O0001244,P00001,1,108000
I00002813,O0001245,P00185,1,15500
I00002814,O0001246,P00576,1,5500
I00002815,O0001246,P00609,2,8500
I00002816,O0001246,P00320,1,4000
I00002817,O0001246,P00160,1,3000
I00002818,O0001246,P00277,1,16500
I00002819,O0001247,P00046,1,6000
I00002820,O0001247,P00007,1,4500
I00002821,O0001248,P00002,1,69500
I00002822,O0001248,P00003,3,39000
I00002823,O0001249,P00034,1,3500
I00002824,O0001249,P00007,1,4500
I00002825,O0001249,P00001,1,108000
I00002826,O0001249,P00016,1,473000
I00002827,O0001250,P00001,1,108000
I00002828,O0001251,P00029,3,1000
I00002829,O0001251,P00362,3,296500
I00002830,O0001251,P00215,3,115500
I00002831,O0001251,P00573,2,3000
I00002832,O0001251,P00014,1,115500
I00002833,O0001251,P00178,1,58500
I00002834,O0001252,P00302,2,5000
I00002835,O0001252,P00243,1,10000
I00002836,O0001253,P00058,1,4000
I00002837,O0001253,P00016,2,473000
I00002838,O0001253,P00001,1,108000
I00002839,O0001254,P00002,1,69500
I00002840,O0001255,P00001,1,108000
I00002841,O0001255,P00001,3,108000
I00002842,O0001255,P00147,1,14500
I00002843,O0001256,P00377,1,587500
I00002844,O0001257,P00003,2,39000
I00002845,O0001258,P00592,2,32500
I00002846,O0001258,P00026,1,21000
I00002847,O0001258,P00130,1,18000
I00002848,O0001258,P00089,2,10000
I00002849,O0001258,P00239,1,14500
I00002850,O0001259,P00032,2,3500
I00002851,O0001259,P00124,1,3100
I00002852,O0001259,P00162,1,27000
I00002853,O0001259,P00031,2,479000
I00002854,O0001259,P00385,2,43000
I00002855,O0001259,P00066,1,800
I00002856,O0001260,P00587,1,4000
I00002857,O0001260,P00086,2,4200
I00002858,O0001261,P00006,2,276000
I00002859,O0001261,P00001,1,108000
I00002860,O0001262,P00225,1,15500
I00002861,O0001263,P00063,1,571000
I00002862,O0001264,P00089,2,10000
I00002863,O0001265,P00003,1,39000
I00002864,O0001265,P00244,2,9000
I00002865,O0001266,P00058,1,4000
I00002866,O0001267,P00506,2,9500
I00002867,O0001268,P00259,1,262500
I00002868,O0001269,P00007,1,4500
I00002869,O0001269,P00457,2,211500
I00002870,O0001270,P00214,1,61100
I00002871,O0001271,P00609,2,7800
I00002872,O0001271,P00011,1,15000
I00002873,O0001271,P00287,1,49000
I00002874,O0001271,P00001,2,108000
I00002875,O0001272,P00403,3,24000
I00002876,O0001272,P00258,1,6500
I00002877,O0001273,P00294,2,86500
I00002878,O0001273,P00111,1,2500
I00002879,O0001274,P00106,1,524000
I00002880,O0001274,P00029,1,1000
I00002881,O0001275,P00002,1,69500
I00002882,O0001276,P00040,1,68000
I00002883,O0001276,P00057,1,18500
I00002884,O0001277,P00045,1,29000
I00002885,O0001277,P00096,1,5000
I00002886,O0001278,P00013,1,23000
I00002887,O0001278,P00618,3,17000
I00002888,O0001279,P00100,1,10700
I00002889,O0001279,P00003,1,39000
I00002890,O0001279,P00094,1,75400
I00002891,O0001279,P00013,1,23000
I00002892,O0001280,P00138,1,6400
I00002893,O0001280,P00205,1,20000
I00002894,O0001281,P00546,1,1000
I00002895,O0001282,P00554,1,31500
I00002896,O0001282,P00215,2,83100
I00002897,O0001283,P00035,1,288000
I00002898,O0001283,P00225,2,15500
I00002899,O0001284,P00119,1,15500
I00002900,O0001284,P00015,2,59000
I00002901,O0001285,P00026,1,21000
I00002902,O0001285,P00132,2,6500
I00002903,O0001285,P00017,1,25000
I00002904,O0001286,P00206,1,12000
I00002905,O0001286,P00010,2,4500
I00002906,O0001287,P00267,1,6500
I00002907,O0001287,P00001,1,108000
I00002908,O0001288,P00385,1,43000
I00002909,O0001288,P00415,2,45000
I00002910,O0001288,P00230,1,34500
I00002911,O0001288,P00154,1,145500
I00002912,O0001288,P00002,2,69500
I00002913,O0001289,P00512,2,81500
I00002914,O0001289,P00367,1,3000
I00002915,O0001290,P00344,1,10500
I00002916,O0001291,P00040,1,68000
I00002917,O0001292,P00020,1,92000
I00002918,O0001293,P00300,1,7500
I00002919,O0001293,P00003,2,39000
I00002920,O0001293,P00381,1,6000
I00002921,O0001293,P00010,2,4500
I00002922,O0001293,P00030,1,13000
I00002923,O0001294,P00371,1,1000
I00002924,O0001294,P00067,1,34000
I00002925,O0001295,P00002,1,69500
I00002926,O0001295,P00005,1,431200
I00002927,O0001295,P00029,1,800
I00002928,O0001296,P00356,1,42500
I00002929,O0001296,P00066,1,1000
I00002930,O0001296,P00292,3,20000
I00002931,O0001297,P00057,1,18500
I00002932,O0001297,P00002,1,69500
I00002933,O0001298,P00007,1,4500
I00002934,O0001299,P00075,2,7800
I00002935,O0001299,P00018,1,12500
I00002936,O0001300,P00622,1,15500
I00002937,O0001300,P00036,1,10500
I00002938,O0001300,P00052,1,388500
I00002939,O0001300,P00120,3,137500
I00002940,O0001301,P00013,1,23000
I00002941,O0001302,P00283,1,33600
I00002942,O0001302,P00093,1,2000
I00002943,O0001303,P00582,1,298000
I00002944,O0001303,P00516,1,32000
I00002945,O0001303,P00263,1,39500
I00002946,O0001303,P00001,2,108000
I00002947,O0001303,P00287,1,49000
I00002948,O0001304,P00009,3,32000
I00002949,O0001304,P00446,1,6000
I00002950,O0001305,P00101,1,6500
I00002951,O0001306,P00002,1,69500
I00002952,O0001306,P00001,1,108000
I00002953,O0001306,P00006,1,208000
I00002954,O0001306,P00556,1,7500
I00002955,O0001306,P00009,1,32000
I00002956,O0001307,P00521,1,9000
I00002957,O0001307,P00023,1,9500
I00002958,O0001308,P00010,1,4500
I00002959,O0001309,P00129,1,15000
I00002960,O0001309,P00006,1,276000
I00002961,O0001310,P00004,1,1500
I00002962,O0001310,P00006,1,276000
I00002963,O0001310,P00036,1,10500
I00002964,O0001311,P00523,2,18500
I00002965,O0001312,P00066,3,1000
I00002966,O0001312,P00010,1,3500
I00002967,O0001312,P00081,1,9500
I00002968,O0001312,P00129,1,15000
I00002969,O0001312,P00455,1,228500
I00002970,O0001313,P00001,1,108000
I00002971,O0001314,P00197,1,2000
I00002972,O0001315,P00073,1,11500
I00002973,O0001315,P00006,2,276000
I00002974,O0001315,P00002,1,69500
I00002975,O0001315,P00144,1,2500
I00002976,O0001316,P00009,3,32000
I00002977,O0001316,P00001,2,108000
I00002978,O0001317,P00044,1,32500
I00002979,O0001317,P00202,2,60000
I00002980,O0001317,P00002,1,69500
I00002981,O0001317,P00330,1,5500
